Team And Year,MOV (PPG),SRS,ORtg,DRtg,NRtg,Win%,Pythagorean Win%,MOV Percentile,SRS Percentile,ORTG Percentile,DRTG Percentile,Net Rating Percentile,Win% Percentile,Pythagorean Win% Percentile
Phoenix Suns: 2002,-0.68,-0.3,103.3,104,-0.7,43.90243902,47.56097561,42.6,45.7,35.7,60.8,42.5,33.3,41
Washington Wizards: 2002,-1.4,-1.58,104.8,106.4,-1.6,45.12195122,45.12195122,36.8,34.9,57.1,28.6,35.5,35.9,35.4
Miami Heat: 2002,-1.54,-1.84,98.5,100.2,-1.7,43.90243902,43.90243902,35.3,32.7,7.1,92.9,34.4,33.3,32.9
Cleveland Cavaliers: 2002,-3.33,-3.52,104.6,108.2,-3.6,35.36585366,37.80487805,24.6,22.7,53.5,7.2,23.9,19.9,21.6
New York Knicks: 2002,-3.99,-4.15,101.5,105.9,-4.4,36.58536585,35.36585366,20.7,19.2,14.2,39.3,20,21.9,18
Atlanta Hawks: 2002,-4.23,-4.41,101.8,106.4,-4.6,40.24390244,35.36585366,19.7,18.2,17.8,28.6,18.6,27.2,18
Houston Rockets: 2002,-4.89,-4.31,103.1,108.6,-5.5,34.14634146,32.92682927,16.5,18.7,32.1,0,15.1,17.9,14.7
Golden State Warriors: 2002,-5.4,-4.8,102.8,108.5,-5.7,25.6097561,31.70731707,14.6,16.8,28.5,3.6,13.9,6.4,12.9
Denver Nuggets: 2002,-5.82,-5.19,101.4,107.8,-6.4,32.92682927,29.26829268,12.5,14.4,10.7,10.8,11.6,16.3,9.8
Memphis Grizzlies: 2002,-7.44,-6.74,98.2,106.3,-8.1,28.04878049,24.3902439,6.5,8.2,0,32.2,5.7,9.4,4.7
Chicago Bulls: 2002,-8.54,-8.52,98.2,107.6,-9.4,25.6097561,21.95121951,4.6,3.7,0,17.9,3.4,6.4,2.6
Dallas Mavericks: 2003,7.78,7.9,110.7,102.3,8.4,73.17073171,75.6097561,97,97.4,100,71.5,96.9,94,97.2
Sacramento Kings: 2003,6.5,6.68,105.9,99.1,6.8,71.95121951,71.95121951,91.9,93.8,82.1,96.5,91.6,92.5,92.3
San Antonio Spurs: 2003,5.41,5.65,105.6,99.7,5.9,73.17073171,69.51219512,86.9,88.6,78.5,92.9,87.3,94,88.7
New Jersey Nets: 2003,5.22,4.42,103.8,98.1,5.7,59.75609756,68.29268293,85.9,82.7,39.2,100,86.1,68.8,86.2
Detroit Pistons: 2003,3.68,2.97,104.1,99.9,4.2,60.97560976,63.41463415,76.6,72.9,50,89.3,78.2,71.3,77.6
Indiana Pacers: 2003,3.49,2.79,104.6,100.8,3.8,58.53658537,62.19512195,75.5,71.5,57.1,85.8,76.5,66.1,75.5
Portland Trail Blazers: 2003,2.61,2.97,105.5,102.6,2.9,60.97560976,59.75609756,69.3,72.9,71.4,57.2,70.1,71.3,70.1
Utah Jazz: 2003,2.39,2.76,105.5,102.8,2.7,57.31707317,58.53658537,67.7,71.2,71.4,50,68.5,62.9,66.5
Los Angeles Lakers: 2003,2.33,2.71,107.2,104.7,2.5,60.97560976,58.53658537,67.1,70.6,89.2,35.8,66.7,71.3,66.5
Philadelphia 76ers: 2003,2.3,1.76,105,102.5,2.5,58.53658537,58.53658537,66.8,62.8,64.2,64.3,66.7,66.1,66.5
Minnesota Timberwolves: 2003,2.07,2.46,106.1,103.8,2.3,62.19512195,57.31707317,64.4,68.2,85.7,46.5,64.6,75.5,63.5
New Orleans Hornets: 2003,2.11,1.52,103.9,101.6,2.3,57.31707317,57.31707317,64.6,60.1,42.8,78.6,64.6,62.9,63.5
Houston Rockets: 2003,1.48,1.89,104.3,102.6,1.7,52.43902439,56.09756098,59.6,64.1,53.5,57.2,60.3,52.7,60.6
Phoenix Suns: 2003,1.13,1.57,103.7,102.5,1.2,53.65853659,53.65853659,56.8,60.4,32.1,64.3,56.8,55,54.7
Orlando Magic: 2003,0.13,-0.39,105.2,105,0.2,51.2195122,50,48.7,45.1,67.8,32.2,48.8,48.5,47.3
Milwaukee Bucks: 2003,0.23,-0.24,108.8,108.6,0.2,51.2195122,51.2195122,49.5,46,96.4,3.6,48.8,48.5,49.1
Seattle SuperSonics: 2003,-0.12,0.37,103.7,103.9,-0.2,48.7804878,50,47.5,51.5,32.1,42.9,46.2,41.8,47.3
Boston Celtics: 2003,-0.39,-0.75,101.2,101.6,-0.4,53.65853659,48.7804878,44.4,41.4,17.8,78.6,44.3,55,43.6
Washington Wizards: 2003,-1.01,-1.47,103,104.1,-1.1,45.12195122,46.34146341,40,35.2,28.5,39.3,39.2,35.9,38
Golden State Warriors: 2003,-1.13,-0.6,108.3,109.5,-1.2,46.34146341,46.34146341,38.4,42.8,92.8,0,37.9,37.7,38
New York Knicks: 2003,-1.35,-1.61,104.7,106.2,-1.5,45.12195122,45.12195122,37.1,34.6,60.7,21.5,36.3,35.9,35.4
Memphis Grizzlies: 2003,-3.23,-2.6,103.9,107.3,-3.4,34.14634146,39.02439024,25.1,28.3,42.8,7.2,24.8,17.9,24.2
Atlanta Hawks: 2003,-3.56,-3.87,102.3,106.1,-3.8,42.68292683,37.80487805,23.2,20.8,21.4,25,22.3,31.7,21.6
Los Angeles Clippers: 2003,-4.12,-3.45,102.3,106.8,-4.5,32.92682927,35.36585366,20.3,23.1,21.4,14.3,19.3,16.3,18
Chicago Bulls: 2003,-5.13,-5.31,100.2,105.6,-5.4,36.58536585,32.92682927,15.4,13.7,10.7,28.6,15.6,21.9,14.7
Miami Heat: 2003,-5.05,-5.13,96.7,102.4,-5.7,30.48780488,30.48780488,15.9,15,7.1,67.9,13.9,12.9,11.7
Toronto Raptors: 2003,-5.87,-6.1,100.5,107,-6.5,29.26829268,29.26829268,12.4,11.1,14.2,10.8,11.2,10.6,9.8
Denver Nuggets: 2003,-8.28,-7.41,92.2,101.3,-9.1,20.73170732,20.73170732,5,6.2,0,82.2,4.4,2.1,1.7
Cleveland Cavaliers: 2003,-9.62,-9.59,96.5,106.7,-10.2,20.73170732,19.51219512,1.5,1.1,3.5,17.9,1.4,2.1,0.8
San Antonio Spurs: 2004,7.22,7.51,102.2,94.1,8.1,69.51219512,75.6097561,94.8,97,46.4,100,96,88.4,97.2
Detroit Pistons: 2004,5.84,5.04,102,95.4,6.6,65.85365854,71.95121951,88.7,85.6,39.2,96.5,90.5,81.2,92.3
Indiana Pacers: 2004,5.76,4.93,103.8,97.2,6.6,74.3902439,70.73170732,88.1,85.1,71.4,92.9,90.5,95.2,90.5
Minnesota Timberwolves: 2004,5.49,5.86,105.9,99.7,6.2,70.73170732,69.51219512,87.5,89.5,85.7,82.2,88.7,91,88.7
Sacramento Kings: 2004,5.01,5.41,110.3,104.9,5.4,67.07317073,67.07317073,85.1,87.4,96.4,28.6,85.4,83.7,84.8
Dallas Mavericks: 2004,4.44,4.86,112.1,107.4,4.7,63.41463415,64.63414634,82,84.8,100,10.8,81.7,77.4,79.9
Los Angeles Lakers: 2004,3.9,4.35,105.5,101.3,4.2,68.29268293,63.41463415,78.3,82.3,82.1,75,78.2,86.4,77.6
New Jersey Nets: 2004,2.5,1.88,100.8,98,2.8,57.31707317,59.75609756,68.4,63.9,14.2,89.3,69.1,62.9,70.1
Memphis Grizzlies: 2004,2.44,2.95,104.8,102.2,2.6,60.97560976,58.53658537,67.9,72.7,78.5,64.3,68,71.3,66.5
Houston Rockets: 2004,1.73,2.28,100.9,99,1.9,54.87804878,57.31707317,62.2,66.3,17.8,85.8,62.3,58.8,63.5
Denver Nuggets: 2004,1.07,1.65,103.9,102.7,1.2,52.43902439,53.65853659,56.5,61.3,75,57.2,56.8,52.7,54.7
Milwaukee Bucks: 2004,1.06,0.42,106.5,105.4,1.1,50,53.65853659,56,51.7,89.2,21.5,55.6,44,54.7
Miami Heat: 2004,0.52,-0.13,102.2,101.7,0.5,51.2195122,52.43902439,51.7,47.3,46.4,71.5,51.3,48.5,51.9
New Orleans Hornets: 2004,-0.1,-0.72,102.3,102.4,-0.1,50,50,47.7,41.6,53.5,60.8,47.5,44,47.3
Seattle SuperSonics: 2004,-0.63,0.02,107.3,108,-0.7,45.12195122,47.56097561,42.8,48.8,92.8,7.2,42.5,35.9,41
Golden State Warriors: 2004,-0.73,-0.07,103,103.8,-0.8,45.12195122,47.56097561,42.5,47.6,60.7,39.3,41.9,35.9,41
Portland Trail Blazers: 2004,-1.27,-0.58,103.7,105.1,-1.4,50,45.12195122,37.6,43,67.8,25,37,44,35.4
Utah Jazz: 2004,-1.22,-0.53,101.9,103.3,-1.4,51.2195122,45.12195122,38,43.4,35.7,53.6,37,48.5,35.4
Boston Celtics: 2004,-1.45,-1.99,102.1,103.7,-1.6,43.90243902,45.12195122,36.4,31.6,42.8,42.9,35.5,33.3,35.4
New York Knicks: 2004,-1.48,-1.97,101.7,103.3,-1.6,47.56097561,43.90243902,36,31.8,32.1,53.6,35.5,39.7,32.9
Philadelphia 76ers: 2004,-2.49,-2.95,99.1,101.9,-2.8,40.24390244,40.24390244,29.7,26.3,10.7,67.9,28.6,27.2,26.3
Cleveland Cavaliers: 2004,-2.62,-3.07,101.4,104.2,-2.8,42.68292683,40.24390244,29,25.7,25,35.8,28.6,31.7,26.3
Toronto Raptors: 2004,-3.01,-3.42,97,100.4,-3.4,40.24390244,37.80487805,26.6,23.4,3.5,78.6,24.8,27.2,21.6
Phoenix Suns: 2004,-3.74,-2.94,101.4,105.5,-4.1,35.36585366,36.58536585,22,26.4,25,17.9,21.1,19.9,20.5
Los Angeles Clippers: 2004,-4.59,-3.74,103.5,108.5,-5,34.14634146,34.14634146,17.9,21.5,64.2,3.6,17.2,17.9,16.4
Atlanta Hawks: 2004,-4.65,-5,101,106.1,-5.1,34.14634146,34.14634146,17.7,15.6,21.4,14.3,16.8,17.9,16.4
Washington Wizards: 2004,-5.63,-6.12,98.8,104.8,-6,30.48780488,30.48780488,13.4,11,7.1,32.2,12.7,12.9,11.7
Chicago Bulls: 2004,-6.35,-6.69,96.6,103.4,-6.8,28.04878049,28.04878049,10.5,8.5,0,46.5,10,9.4,8
Orlando Magic: 2004,-7.02,-7.25,102.7,110.4,-7.7,25.6097561,26.82926829,8.2,6.6,57.1,0,7.3,6.4,6.8
San Antonio Spurs: 2005,7.8,7.84,107.5,98.8,8.7,71.95121951,76.82926829,97.3,97.3,72.4,100,97.9,92.5,98
Phoenix Suns: 2005,7.12,7.08,114.5,107.1,7.4,75.6097561,71.95121951,94.3,95.1,100,44.9,94,96.2,92.3
Miami Heat: 2005,6.52,5.77,110.2,103.1,7.1,71.95121951,71.95121951,92,89.2,86.2,82.8,92.6,92.5,92.3
Dallas Mavericks: 2005,5.74,5.86,110.3,104.1,6.2,70.73170732,69.51219512,88,89.5,89.6,72.5,88.7,91,88.7
Houston Rockets: 2005,4.04,4.27,106.2,101.7,4.5,62.19512195,64.63414634,79.3,81.8,51.7,89.7,79.9,75.5,79.9
Detroit Pistons: 2005,3.87,3.31,105.6,101.2,4.4,65.85365854,64.63414634,77.7,75.1,44.8,93.2,79.3,81.2,79.9
Seattle SuperSonics: 2005,2.29,2.59,112.2,109.6,2.6,63.41463415,58.53658537,66.4,69.4,96.5,10.4,68,77.4,66.5
Memphis Grizzlies: 2005,2.29,2.64,105.5,102.9,2.6,54.87804878,58.53658537,66.4,70.1,34.4,86.3,68,58.8,66.5
Sacramento Kings: 2005,2.16,2.56,110.5,108.2,2.3,60.97560976,57.31707317,65,69.1,93.1,24.2,64.6,71.3,63.5
Denver Nuggets: 2005,2.02,2.23,106,103.9,2.1,59.75609756,57.31707317,63.9,65.7,48.2,75.9,63.5,68.8,63.5
Minnesota Timberwolves: 2005,1.45,1.73,108.2,106.6,1.6,53.65853659,54.87804878,59.1,62.3,82.7,55.2,59.4,55,57.6
Chicago Bulls: 2005,1.06,0.65,101.4,100.3,1.1,57.31707317,53.65853659,56,54,10.3,96.6,55.6,62.9,54.7
Boston Celtics: 2005,0.87,0.35,107.5,106.6,0.9,54.87804878,52.43902439,54.1,51.2,72.4,55.2,53.5,58.8,51.9
Cleveland Cavaliers: 2005,0.79,0.27,106.6,105.7,0.9,51.2195122,52.43902439,53.5,50.5,58.6,62.1,53.5,48.5,51.9
Indiana Pacers: 2005,0.76,0.49,105.5,104.6,0.9,53.65853659,52.43902439,52.9,52.4,34.4,65.6,53.5,55,51.9
Washington Wizards: 2005,-0.33,-0.71,107.2,107.5,-0.3,54.87804878,48.7804878,45.1,41.7,68.9,38,45.2,58.8,43.6
Philadelphia 76ers: 2005,-0.74,-1.07,103.5,104.3,-0.8,52.43902439,47.56097561,42.4,38.9,20.6,69,41.9,52.7,41
Los Angeles Clippers: 2005,-0.77,-0.47,105.5,106.4,-0.9,45.12195122,47.56097561,42,44.1,34.4,58.7,40.8,35.9,41
New Jersey Nets: 2005,-1.5,-1.82,101.4,103.1,-1.7,51.2195122,43.90243902,35.6,33.3,10.3,82.8,34.4,48.5,32.9
Toronto Raptors: 2005,-1.62,-1.81,106.9,108.7,-1.8,40.24390244,43.90243902,34.8,33.5,65.5,20.7,33.7,27.2,32.9
Golden State Warriors: 2005,-2.16,-1.74,104.7,106.9,-2.2,41.46341463,42.68292683,31.6,34.2,24.1,48.3,31.8,29.8,31.1
Orlando Magic: 2005,-2.24,-2.52,104.9,107.3,-2.4,43.90243902,42.68292683,31.3,29,31,41.4,31,33.3,31.1
New York Knicks: 2005,-2.44,-2.72,106.2,108.9,-2.7,40.24390244,41.46341463,30.2,27.2,51.7,17.3,29.3,27.2,29.2
Milwaukee Bucks: 2005,-2.99,-3.09,106.6,109.8,-3.2,36.58536585,39.02439024,26.8,25.6,58.6,6.9,26.3,21.9,24.2
Los Angeles Lakers: 2005,-2.96,-2.32,108.1,111.4,-3.3,41.46341463,40.24390244,27.1,30.1,79.3,0,25.6,29.8,26.3
Portland Trail Blazers: 2005,-4,-3.45,103.2,107.7,-4.5,32.92682927,35.36585366,20.4,23.1,17.2,31.1,19.3,16.3,18
Utah Jazz: 2005,-4.27,-3.74,104.7,109.5,-4.8,31.70731707,35.36585366,19.5,21.5,24.1,13.8,17.8,14.3,18
Charlotte Bobcats: 2005,-5.99,-6.15,101.1,107.5,-6.4,21.95121951,29.26829268,12.1,10.9,6.8,38,11.6,3.4,9.8
New Orleans Hornets: 2005,-7.07,-6.3,99.7,107.7,-8,21.95121951,25.6097561,7.8,10,0,31.1,5.9,3.4,5.1
Atlanta Hawks: 2005,-9.71,-9.62,100.6,111.1,-10.5,15.85365854,19.51219512,1.4,1,3.4,3.5,1,0.5,0.8
San Antonio Spurs: 2006,6.82,6.69,107.3,99.6,7.7,76.82926829,74.3902439,93.4,93.9,68.9,100,95,97.6,95.5
Detroit Pistons: 2006,6.67,6.24,110.8,103.1,7.7,78.04878049,73.17073171,93,90.9,89.6,86.3,95,98.2,94.8
Dallas Mavericks: 2006,6.07,5.96,111.8,105,6.8,73.17073171,70.73170732,89.5,90.1,100,65.6,91.6,94,90.5
Phoenix Suns: 2006,5.55,5.48,111.5,105.8,5.7,65.85365854,67.07317073,87.7,88,96.5,48.3,86.1,81.2,84.8
Memphis Grizzlies: 2006,3.7,3.74,105.9,101.6,4.3,59.75609756,63.41463415,76.8,78.8,48.2,96.6,78.9,68.8,77.6
Miami Heat: 2006,3.87,3.59,108.7,104.5,4.2,63.41463415,63.41463415,77.7,77,79.3,72.5,78.2,77.4,77.6
Los Angeles Lakers: 2006,2.5,2.53,108.4,105.7,2.7,54.87804878,58.53658537,68.4,68.7,75.8,51.8,68.5,58.8,66.5
Cleveland Cavaliers: 2006,2.23,2.17,107.8,105.4,2.4,60.97560976,58.53658537,65.9,65.3,72.4,55.2,66.2,71.3,66.5
Indiana Pacers: 2006,1.89,1.62,104.5,102.4,2.1,50,57.31707317,63.2,60.8,31,93.2,63.5,44,63.5
Washington Wizards: 2006,1.85,1.57,109.3,107.3,2,51.2195122,56.09756098,62.9,60.4,82.7,27.6,62.8,48.5,60.6
Sacramento Kings: 2006,1.54,1.61,106.7,105,1.7,53.65853659,54.87804878,60.2,60.7,65.5,65.6,60.3,55,57.6
Los Angeles Clippers: 2006,1.57,1.75,105.3,103.6,1.7,57.31707317,56.09756098,60.4,62.6,41.3,75.9,60.3,62.9,60.6
New Jersey Nets: 2006,1.37,1.11,103.9,102.4,1.5,59.75609756,54.87804878,58.1,56.3,17.2,93.2,58.6,68.8,57.6
Chicago Bulls: 2006,0.63,0.51,104,103.4,0.6,50,52.43902439,52.4,52.6,20.6,79.4,51.7,44,51.9
Denver Nuggets: 2006,0.23,0.36,105.5,105.2,0.3,53.65853659,51.2195122,49.5,51.4,44.8,58.7,49.6,55,49.1
Milwaukee Bucks: 2006,-1.04,-1.07,106.3,107.4,-1.1,48.7804878,46.34146341,39.8,38.9,55.1,24.2,39.2,41.8,38
Orlando Magic: 2006,-1.07,-1.26,106.3,107.5,-1.2,43.90243902,46.34146341,39.4,37.4,55.1,20.7,37.9,33.3,38
Golden State Warriors: 2006,-1.35,-1.11,104.8,106.2,-1.4,41.46341463,45.12195122,37.1,38.5,34.4,44.9,37,29.8,35.4
Houston Rockets: 2006,-1.59,-1.3,101.6,103.3,-1.7,41.46341463,43.90243902,35,37.1,3.4,82.8,34.4,29.8,32.9
Boston Celtics: 2006,-1.54,-1.59,105.2,106.9,-1.7,40.24390244,45.12195122,35.3,34.7,37.9,34.5,34.4,27.2,35.4
Minnesota Timberwolves: 2006,-1.88,-1.75,102.4,104.5,-2.1,40.24390244,42.68292683,32.9,33.9,6.8,72.5,32.2,27.2,31.1
Philadelphia 76ers: 2006,-1.95,-2.1,106,108.1,-2.1,46.34146341,42.68292683,32.6,31.1,51.7,17.3,32.2,37.7,31.1
Utah Jazz: 2006,-2.63,-2.49,104.1,107,-2.9,50,40.24390244,28.9,29.3,27.5,31.1,28.1,44,26.3
New Orleans/Oklahoma City Hornets: 2006,-2.82,-2.51,103.7,106.8,-3.1,46.34146341,40.24390244,28.1,29.1,13.7,38,26.8,37.7,26.3
Toronto Raptors: 2006,-2.99,-3.03,109.5,112.7,-3.2,32.92682927,40.24390244,26.8,26.1,86.2,3.5,26.3,16.3,26.3
Seattle SuperSonics: 2006,-3.02,-2.88,111.1,114.4,-3.3,42.68292683,40.24390244,26.4,26.6,93.1,0,25.6,31.7,26.3
Charlotte Bobcats: 2006,-4,-3.9,102.5,106.7,-4.2,31.70731707,36.58536585,20.4,20.6,10.3,41.4,20.6,14.3,20.5
Atlanta Hawks: 2006,-4.76,-4.69,106.4,111.6,-5.2,31.70731707,34.14634146,17.2,17.4,62,10.4,16.3,14.3,16.4
New York Knicks: 2006,-6.4,-6.3,104,111,-7,28.04878049,29.26829268,10.5,10,20.6,13.8,9.2,9.4,9.8
Portland Trail Blazers: 2006,-9.45,-8.91,101.1,111.9,-10.8,25.6097561,19.51219512,2,2.9,0,6.9,0.7,6.4,0.8
San Antonio Spurs: 2007,8.43,8.35,109.2,99.9,9.3,70.73170732,78.04878049,97.9,98.3,86.2,96.6,98.6,91,98.6
Dallas Mavericks: 2007,7.22,7.28,111.3,103.2,8.1,81.70731707,74.3902439,94.8,96.2,96.5,86.3,96,99.1,95.5
Phoenix Suns: 2007,7.3,7.28,113.9,106.4,7.5,74.3902439,71.95121951,95.4,96.2,100,58.7,94.5,95.2,92.3
Chicago Bulls: 2007,5.01,4.52,104.9,99.6,5.3,59.75609756,67.07317073,85.1,83.4,27.5,100,85.1,68.8,84.8
Houston Rockets: 2007,4.85,5.04,106,100.7,5.3,63.41463415,67.07317073,84.4,85.6,51.7,93.2,85.1,77.4,84.8
Detroit Pistons: 2007,4.16,3.69,108.9,104.2,4.7,64.63414634,64.63414634,79.8,78.4,82.7,79.4,81.7,79.2,79.9
Cleveland Cavaliers: 2007,3.83,3.33,105.5,101.3,4.2,60.97560976,63.41463415,77.6,75.4,41.3,89.7,78.2,71.3,77.6
Utah Jazz: 2007,2.87,3.06,110.1,107,3.1,62.19512195,59.75609756,70.8,73.3,89.6,41.4,71.3,75.5,70.1
Denver Nuggets: 2007,1.62,1.69,107.6,105.9,1.7,54.87804878,54.87804878,61.1,61.7,75.8,65.6,60.3,58.8,57.6
Toronto Raptors: 2007,0.99,0.61,107,106,1,57.31707317,53.65853659,55.4,53.4,62,62.1,54.6,62.9,54.7
Orlando Magic: 2007,0.78,0.35,104.9,104.1,0.8,48.7804878,52.43902439,53.3,51.2,27.5,82.8,52.8,41.8,51.9
Los Angeles Lakers: 2007,-0.07,0.24,108.6,108.6,0,51.2195122,50,48.1,50.4,79.3,20.7,48.2,48.5,47.3
Golden State Warriors: 2007,-0.34,0,107,107.4,-0.4,51.2195122,48.7804878,45,48.7,62,38,44.3,48.5,43.6
Washington Wizards: 2007,-0.51,-0.8,110.1,110.6,-0.5,50,48.7804878,43.5,41,89.6,6.9,43.5,44,43.6
Los Angeles Clippers: 2007,-0.46,-0.07,105.1,105.6,-0.5,48.7804878,48.7804878,44,47.6,34.4,69,43.5,41.8,43.6
New Jersey Nets: 2007,-0.77,-1,105.7,106.6,-0.9,50,47.56097561,42,39.6,44.8,51.8,40.8,44,41
Miami Heat: 2007,-0.91,-1.21,104.3,105.3,-1,53.65853659,46.34146341,40.7,37.7,20.6,75.9,40.3,55,38
New Orleans/Oklahoma City Hornets: 2007,-1.57,-1.19,104.8,106.5,-1.7,47.56097561,43.90243902,35.1,38,24.1,55.2,34.4,39.7,32.9
Sacramento Kings: 2007,-1.8,-1.35,106.2,108,-1.8,40.24390244,43.90243902,33.5,36.6,55.1,27.6,33.7,27.2,32.9
Indiana Pacers: 2007,-2.44,-2.62,102.9,105.5,-2.6,42.68292683,41.46341463,30.2,28,0,72.5,30,31.7,29.2
Seattle SuperSonics: 2007,-2.89,-2.45,107.2,110.3,-3.1,37.80487805,40.24390244,27.6,29.4,72.4,10.4,26.8,23.5,26.3
New York Knicks: 2007,-2.85,-3.06,105.7,108.8,-3.1,40.24390244,40.24390244,28,26,44.8,17.3,26.8,27.2,26.3
Philadelphia 76ers: 2007,-3.02,-3.26,103.6,106.9,-3.3,42.68292683,39.02439024,26.4,24.2,10.3,48.3,25.6,31.7,24.2
Boston Celtics: 2007,-3.41,-3.7,103.2,106.9,-3.7,29.26829268,37.80487805,24,21.7,6.8,48.3,23.1,10.6,21.6
Minnesota Timberwolves: 2007,-3.67,-3.16,103.9,107.9,-4,39.02439024,36.58536585,22.6,24.8,17.2,31.1,21.4,25.6,20.5
Charlotte Bobcats: 2007,-3.74,-3.97,103.6,107.6,-4,40.24390244,36.58536585,22,20.2,10.3,34.5,21.4,27.2,20.5
Milwaukee Bucks: 2007,-4.38,-4.43,107,111.7,-4.7,34.14634146,35.36585366,18.7,18,62,3.5,18.3,17.9,18
Portland Trail Blazers: 2007,-4.29,-3.78,105.1,109.9,-4.8,39.02439024,35.36585366,19.2,21.2,34.4,13.8,17.8,25.6,18
Atlanta Hawks: 2007,-4.76,-4.86,103,108.3,-5.3,36.58536585,32.92682927,17.2,16.5,3.4,24.2,16,21.9,14.7
Memphis Grizzlies: 2007,-5.15,-4.44,106.9,112.3,-5.4,26.82926829,32.92682927,15.3,17.9,58.6,0,15.6,8,14.7
Boston Celtics: 2008,10.26,9.3,110.2,98.9,11.3,80.48780488,81.70731707,99.4,99.2,68.9,100,99.6,98.8,99.6
Detroit Pistons: 2008,7.39,6.67,111.4,102.9,8.5,71.95121951,75.6097561,95.7,93.6,82.7,89.7,97,92.5,97.2
Los Angeles Lakers: 2008,7.26,7.34,113,105.5,7.5,69.51219512,71.95121951,95.1,96.6,93.1,86.3,94.5,88.4,92.3
Utah Jazz: 2008,6.88,6.86,113.8,106.5,7.3,65.85365854,71.95121951,93.6,94.7,100,62.1,93.5,81.2,92.3
Orlando Magic: 2008,5.46,4.79,111.3,105.5,5.8,63.41463415,68.29268293,87.3,84.2,79.3,86.3,86.7,77.4,86.2
New Orleans Hornets: 2008,5.28,5.46,111.5,105.7,5.8,68.29268293,68.29268293,86.5,87.8,86.2,79.4,86.7,86.4,86.2
San Antonio Spurs: 2008,4.79,5.1,107.2,101.8,5.4,68.29268293,67.07317073,84,86.2,51.7,93.2,85.4,86.4,84.8
Houston Rockets: 2008,4.68,4.83,106.8,101.6,5.2,67.07317073,67.07317073,83.4,84.6,44.8,96.6,84.4,83.7,84.8
Phoenix Suns: 2008,5.05,5.14,113.3,108.1,5.2,67.07317073,65.85365854,85.4,86.4,96.5,48.3,84.4,83.7,82.8
Dallas Mavericks: 2008,4.54,4.7,111.1,106.1,5,62.19512195,65.85365854,83,84,75.8,72.5,83.5,75.5,82.8
Denver Nuggets: 2008,3.71,3.74,110,106.3,3.7,60.97560976,62.19512195,77,78.8,65.5,69,75.4,71.3,75.5
Toronto Raptors: 2008,2.9,2.47,110.2,107,3.2,50,59.75609756,71.1,68.4,68.9,58.7,71.7,44,70.1
Golden State Warriors: 2008,2.21,2.38,111.8,109.5,2.3,58.53658537,57.31707317,65.6,67.4,89.6,27.6,64.6,66.1,63.5
Philadelphia 76ers: 2008,0.41,0.19,106.4,106,0.4,48.7804878,51.2195122,51,50.1,41.3,75.9,50.7,41.8,49.1
Washington Wizards: 2008,-0.33,-0.61,109.2,109.6,-0.4,52.43902439,48.7804878,45.1,42.6,62,20.7,44.3,52.7,43.6
Cleveland Cavaliers: 2008,-0.35,-0.53,106,106.4,-0.4,54.87804878,48.7804878,44.8,43.4,34.4,65.6,44.3,58.8,43.6
Portland Trail Blazers: 2008,-0.98,-0.52,107.3,108.4,-1.1,50,46.34146341,40.6,43.7,55.1,44.9,39.2,44,38
Indiana Pacers: 2008,-1.4,-1.87,106,107.5,-1.5,43.90243902,45.12195122,36.8,32.4,34.4,51.8,36.3,33.3,35.4
Atlanta Hawks: 2008,-1.82,-2.23,106.9,108.9,-2,45.12195122,43.90243902,33.4,30.6,48.2,41.4,32.8,35.9,32.9
Sacramento Kings: 2008,-2.26,-1.86,107.5,109.9,-2.4,46.34146341,42.68292683,31.2,32.5,58.6,17.3,31,37.7,31.1
Chicago Bulls: 2008,-3.09,-3.19,103.9,107.2,-3.3,40.24390244,39.02439024,26.1,24.5,13.7,55.2,25.6,27.2,24.2
Charlotte Bobcats: 2008,-4.38,-4.49,104.6,109.4,-4.8,39.02439024,35.36585366,18.7,17.7,20.6,34.5,17.8,25.6,18
New Jersey Nets: 2008,-5.06,-5.15,104,109.4,-5.4,41.46341463,32.92682927,15.7,14.6,17.2,34.5,15.6,29.8,14.7
Memphis Grizzlies: 2008,-6.21,-5.76,105,111.4,-6.4,26.82926829,30.48780488,11.4,12.4,27.5,6.9,11.6,8,11.7
New York Knicks: 2008,-6.61,-6.55,104.7,111.9,-7.2,28.04878049,28.04878049,9.8,9.1,24.1,3.5,8.5,9.4,8
Minnesota Timberwolves: 2008,-6.78,-6.26,103.8,111.2,-7.4,26.82926829,28.04878049,9.1,10.6,10.3,10.4,8,8,8
Milwaukee Bucks: 2008,-6.89,-6.92,105.3,112.8,-7.5,31.70731707,28.04878049,8.8,7.7,31,0,7.7,14.3,8
Los Angeles Clippers: 2008,-7.27,-6.56,101.2,109.1,-7.9,28.04878049,25.6097561,7.5,9,6.8,38,6.2,9.4,5.1
Seattle SuperSonics: 2008,-8.76,-8.04,100.5,109.5,-9,24.3902439,23.17073171,4,4.8,0,27.6,4.5,5.3,3.7
Miami Heat: 2008,-8.65,-8.53,100.5,110,-9.5,18.29268293,21.95121951,4.5,3.6,0,13.8,3.1,1,2.6
Cleveland Cavaliers: 2009,8.93,8.68,112.4,102.4,10,80.48780488,79.26829268,98.5,98.7,89.6,93.2,99.2,98.8,99.2
Boston Celtics: 2009,7.51,7.44,110.5,102.3,8.2,75.6097561,74.3902439,96,96.9,82.7,96.6,96.5,96.2,95.5
