Pick,Draft Year,Team (Full Name),Team And Draft Year,Team Abbr.,Player,College,Years Played,Games Played,Minutes Played,WS,WS/48,BPM,VORP,College?,WS Percentile,VORP Percentile,WS/48 Percentile,BPM Percentile,Counting Stat Total,Rate Stat Total,Overall Total,Counting Stat Percentile,Rate Stat Percentile,Overall Value Percentile,,,,,,,,,,,,,
48,1986,San Antonio Spurs,San Antonio Spurs: 1986,SAS,Forrest McKenzie,Loyola Marymount,1,6,42,-0.2,-0.223,-16.8,-0.2,Yes,4.5,31.8,1,1,36.3,2,38.3,8.1,0.8,2.8,,,,,,,,,,,,,
49,1986,Portland Trail Blazers,Portland Trail Blazers: 1986,POR,Juden Smith,Texas-El Paso,,,,,,,,Yes,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
50,1986,Cleveland Cavaliers,Cleveland Cavaliers: 1986,CLE,Kevin Henderson,Cal State Fullerton,2,22,235,-0.2,-0.038,-6.4,-0.3,Yes,4.5,27.4,6.5,8.5,31.9,15,46.9,6.2,5.5,5.3,,,,,,,,,,,,,
51,1986,Golden State Warriors,Golden State Warriors: 1986,GSW,Mike Williams,Bradley,1,21,102,0,0.012,-7.4,-0.1,Yes,11,37.7,17.4,6.5,48.7,23.9,72.6,18.6,9.5,13.6,,,,,,,,,,,,,
52,1986,Chicago Bulls,Chicago Bulls: 1986,CHI,Ricky Wilson,George Mason,1,24,420,0.3,0.032,-2.6,-0.1,Yes,22,37.7,25.1,39.4,59.7,64.5,124.2,44.6,26.9,28,,,,,,,,,,,,,
53,1986,Seattle SuperSonics,Seattle SuperSonics: 1986,SEA,Tod Murphy,"University of California, Irvine",5,191,4071,8,0.095,-1.5,0.6,Yes,50,57.3,69.5,56.6,107.3,126.1,233.4,63,69.5,65.4,,,,,,,,,,,,,
54,1986,Los Angeles Clippers,Los Angeles Clippers: 1986,LAC,Dwayne Polee,Pepperdine,1,1,6,0,-0.397,-22.3,0,Yes,11,44.6,0.3,0.4,55.6,0.7,56.3,25.7,0.3,8.7,,,,,,,,,,,,,
55,1986,Phoenix Suns,Phoenix Suns: 1986,PHO,Kenny Gattison,Old Dominion,9,494,9927,16.9,0.082,-2.4,-1.1,Yes,62.5,11.6,59.5,42.8,74.1,102.3,176.4,54.2,57.8,54,,,,,,,,,,,,,
56,1986,Philadelphia 76ers,Philadelphia 76ers: 1986,PHI,Keith Colbert,Virginia Tech,,,,,,,,Yes,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
57,1986,Sacramento Kings,Sacramento Kings: 1986,SAC,Bruce Douglas,Illinois,1,8,98,-0.2,-0.082,-3,0,Yes,4.5,44.6,3.9,33.8,49.1,37.7,86.8,19.9,15.3,17.5,,,,,,,,,,,,,
58,1986,Washington Bullets,Washington Bullets: 1986,WSB,Dave Henderson,Duke,1,22,351,-0.4,-0.058,-7.1,-0.4,Yes,2.5,24.4,4.9,7.1,26.9,12,38.9,4.7,4.6,2.9,,,,,,,,,,,,,
59,1986,Golden State Warriors,Golden State Warriors: 1986,GSW,Wendell Alexis,Syracuse,,,,,,,,Yes,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
60,1986,Portland Trail Blazers,Portland Trail Blazers: 1986,POR,Drazen Petrovic,,4,290,7669,21.5,0.134,0.8,5.4,No,67.9,74.5,89.3,85.1,142.4,174.4,316.8,75.5,90.3,84.2,,,,,,,,,,,,,
1,1987,San Antonio Spurs,San Antonio Spurs: 1987,SAS,David Robinson,United States Naval Academy,14,987,34271,178.7,0.25,7.5,81.9,Yes,99.6,99.5,99.6,99.6,199.1,199.2,398.3,99.6,99.7,99.9,,,,,,,,,,,,,
2,1987,Phoenix Suns,Phoenix Suns: 1987,PHO,Armen Gilliam,UNLV,13,929,26421,58.1,0.106,-0.7,8.8,Yes,89.7,80.8,75.9,67.8,170.5,143.7,314.2,87.8,77.4,83.8,,,,,,,,,,,,,
3,1987,New Jersey Nets,New Jersey Nets: 1987,NJN,Dennis Hopson,Ohio State,5,334,7509,7.1,0.046,-1.7,0.7,Yes,48.8,58.2,33.2,53.3,107,86.5,193.5,62.9,36.7,57.1,,,,,,,,,,,,,
4,1987,Los Angeles Clippers,Los Angeles Clippers: 1987,LAC,Reggie Williams,Georgetown,10,599,16013,26,0.078,0.2,9,Yes,72.4,81,55.7,78.8,153.4,134.5,287.9,80.1,73.7,77.6,,,,,,,,,,,,,
5,1987,Seattle SuperSonics,Seattle SuperSonics: 1987,SEA,Scottie Pippen,University of Central Arkansas,17,1178,41069,125.1,0.146,4.1,63.2,Yes,98.7,99.1,92.3,97.9,197.8,190.2,388,99,96.9,98.6,,,,,,,,,,,,,
6,1987,Sacramento Kings,Sacramento Kings: 1987,SAC,Kenny Smith,UNC,10,737,22213,46.8,0.101,0,11.2,Yes,85.3,84.2,72.6,76.5,169.5,149.1,318.6,87.5,79.9,84.6,,,,,,,,,,,,,
7,1987,Cleveland Cavaliers,Cleveland Cavaliers: 1987,CLE,Kevin Johnson,California,12,735,25061,92.8,0.178,3.9,37.3,Yes,96.4,96.9,97.5,97.8,193.3,195.3,388.6,97.2,98.4,98.7,,,,,,,,,,,,,
8,1987,Chicago Bulls,Chicago Bulls: 1987,CHI,Olden Polynice,Virginia,15,1058,24884,46.8,0.09,-2.3,-1.8,Yes,85.3,6.2,66.2,44.4,91.5,110.6,202.1,59,62.1,58.6,,,,,,,,,,,,,
9,1987,Seattle SuperSonics,Seattle SuperSonics: 1987,SEA,Derrick McKey,Alabama,15,937,27229,61.8,0.109,1,20.4,Yes,91,91.5,77.6,87.1,182.5,164.7,347.2,92.5,86.6,90.9,,,,,,,,,,,,,
10,1987,Chicago Bulls,Chicago Bulls: 1987,CHI,Horace Grant,Clemson,17,1165,38621,118.2,0.147,1.4,33,Yes,98.2,96.1,92.4,90.2,194.3,182.6,376.9,97.6,94,96.5,,,,,,,,,,,,,
11,1987,Indiana Pacers,Indiana Pacers: 1987,IND,Reggie Miller,UCLA,18,1389,47619,174.4,0.176,3.5,66.1,Yes,99.4,99.2,97.3,97.2,198.6,194.5,393.1,99.4,98.3,99.1,,,,,,,,,,,,,
12,1987,Washington Bullets,Washington Bullets: 1987,WSB,Muggsy Bogues,Wake Forest,14,889,25429,54,0.102,0.8,17.9,Yes,88.3,89.9,73.4,85.1,178.2,158.5,336.7,91.1,83.5,88.4,,,,,,,,,,,,,
13,1987,Los Angeles Clippers,Los Angeles Clippers: 1987,LAC,Joe Wolf,UNC,11,592,9636,3.5,0.017,-4.8,-6.7,Yes,41.2,0.3,18.9,17.6,41.5,36.5,78,11.6,14.6,15,,,,,,,,,,,,,
14,1987,Golden State Warriors,Golden State Warriors: 1987,GSW,Tellis Frank,Western Kentucky,5,264,4703,4,0.041,-4.1,-2.5,Yes,42.5,3.9,29.8,22.5,46.4,52.3,98.7,16,21.8,20.4,,,,,,,,,,,,,
15,1987,Utah Jazz,Utah Jazz: 1987,UTA,Jose Ortiz,Oregon State,2,64,391,0,0.002,-6.4,-0.4,Yes,11,24.4,14.6,8.5,35.4,23.1,58.5,7.7,9.2,9.3,,,,,,,,,,,,,
16,1987,Philadelphia 76ers,Philadelphia 76ers: 1987,PHI,Chris Welp,Washington,3,109,1173,1,0.042,-5,-0.9,Yes,29.9,13.7,30.6,15.9,43.6,46.5,90.1,13.2,18.9,18.2,,,,,,,,,,,,,
17,1987,Portland Trail Blazers,Portland Trail Blazers: 1987,POR,Ronnie Murphy,Jacksonville University,1,18,89,-0.2,-0.13,-11.5,-0.2,Yes,4.5,31.8,2.1,2.1,36.3,4.2,40.5,8.1,1.6,3.2,,,,,,,,,,,,,
18,1987,New York Knicks,New York Knicks: 1987,NYK,Mark Jackson,St. John's,17,1296,39121,91.8,0.113,1.8,37.5,Yes,96.2,97,79.5,92.1,193.2,171.6,364.8,97.1,89,94.5,,,,,,,,,,,,,
19,1987,Los Angeles Clippers,Los Angeles Clippers: 1987,LAC,Ken Norman,Illinois,10,646,18992,27.1,0.069,-1,4.9,Yes,73.5,73.1,48.3,63.5,146.6,111.8,258.4,77.2,62.7,71.2,,,,,,,,,,,,,
20,1987,Dallas Mavericks,Dallas Mavericks: 1987,DAL,Jim Farmer,Alabama,5,136,1454,0.7,0.024,-4.3,-0.8,Yes,27.5,15,21.3,21.2,42.5,42.5,85,12.4,17.3,16.8,,,,,,,,,,,,,
21,1987,Atlanta Hawks,Atlanta Hawks: 1987,ATL,Dallas Comegys,DePaul,2,142,2241,1.1,0.024,-3.6,-0.9,Yes,30.9,13.7,21.3,28,44.6,49.3,93.9,14.1,20.1,19.2,,,,,,,,,,,,,
22,1987,Boston Celtics,Boston Celtics: 1987,BOS,Reggie Lewis,Northeastern University,6,450,14676,38.9,0.127,1.4,12.4,Yes,81.6,85.5,86.7,90.2,167.1,176.9,344,86.4,91.5,90.1,,,,,,,,,,,,,
23,1987,San Antonio Spurs,San Antonio Spurs: 1987,SAS,Greg Anderson,Houston,10,680,14040,18.7,0.064,-3,-3.7,Yes,64.3,1.5,44.7,33.8,65.8,78.5,144.3,49.9,33.7,33.8,,,,,,,,,,,,,
24,1987,Detroit Pistons,Detroit Pistons: 1987,DET,Freddie Banks,UNLV,,,,,,,,Yes,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
25,1987,New York Knicks,New York Knicks: 1987,NYK,Ron Moore,West Virginia State University,1,14,59,-0.1,-0.074,-12.5,-0.2,Yes,7.3,31.8,4.2,1.8,39.1,6,45.1,9.9,2.3,4.5,,,,,,,,,,,,,
26,1987,Dallas Mavericks,Dallas Mavericks: 1987,DAL,Steve Alford,Indiana,4,169,1641,3.2,0.093,-0.9,0.5,Yes,40.3,56.5,68,64.9,96.8,132.9,229.7,60.4,73,64.3,,,,,,,,,,,,,
27,1987,San Antonio Spurs,San Antonio Spurs: 1987,SAS,Nate Blackwell,Temple,1,10,112,-0.1,-0.045,-7.2,-0.1,Yes,7.3,37.7,5.7,6.9,45,12.6,57.6,14.4,4.8,9.1,,,,,,,,,,,,,
28,1987,Chicago Bulls,Chicago Bulls: 1987,CHI,Rickie Winslow,Houston,1,7,45,-0.2,-0.165,-14.8,-0.1,Yes,4.5,37.7,1.5,1.3,42.2,2.8,45,11.9,1.1,4.4,,,,,,,,,,,,,
29,1987,Portland Trail Blazers,Portland Trail Blazers: 1987,POR,Lester Fonville,Jackson State University,,,,,,,,Yes,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
30,1987,Portland Trail Blazers,Portland Trail Blazers: 1987,POR,Nikita Wilson,LSU,1,15,54,-0.1,-0.099,-11.3,-0.1,Yes,7.3,37.7,3,2.2,45,5.2,50.2,14.4,1.9,6.6,,,,,,,,,,,,,
31,1987,Denver Nuggets,Denver Nuggets: 1987,DEN,Andre Moore,Loyola Chicago,1,10,50,0,-0.013,-6,-0.1,Yes,11,37.7,11.1,10.2,48.7,21.3,70,18.6,8.1,12.6,,,,,,,,,,,,,
32,1987,Milwaukee Bucks,Milwaukee Bucks: 1987,MIL,Bob McCann,Morehead State University,5,178,2385,2,0.041,-3.8,-1.1,Yes,35.6,11.6,29.8,25.5,47.2,55.3,102.5,17.3,23.2,21.9,,,,,,,,,,,,,
33,1987,Chicago Bulls,Chicago Bulls: 1987,CHI,Tony White,Tennessee,1,49,581,-0.3,-0.025,-5.4,-0.5,Yes,3.4,21.7,8.4,13.5,25.1,21.9,47,4,8.5,5.4,,,,,,,,,,,,,
34,1987,Indiana Pacers,Indiana Pacers: 1987,IND,Brian Rowsom,UNC Wilmington,3,82,1092,2.4,0.107,-1.6,0.1,Yes,37.5,51.7,76.5,54.7,89.2,131.2,220.4,58.3,72.1,62.4,,,,,,,,,,,,,
35,1987,Houston Rockets,Houston Rockets: 1987,HOU,Doug Lee,Purdue,3,73,415,0.7,0.086,-2.4,0,Yes,27.5,44.6,62.9,42.8,72.1,105.7,177.8,53.1,59.5,54.4,,,,,,,,,,,,,
36,1987,Washington Bullets,Washington Bullets: 1987,WSB,Duane Washington,Middle Tennessee,2,19,184,0.4,0.092,0.4,0.1,Yes,23.7,51.7,67.4,81.5,75.4,148.9,224.3,54.6,79.8,63.2,,,,,,,,,,,,,
37,1987,Washington Bullets,Washington Bullets: 1987,WSB,Derrick Dowell,USC,,,,,,,,Yes,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
38,1987,Los Angeles Clippers,Los Angeles Clippers: 1987,LAC,Norris Coleman,Kansas State,1,29,431,-0.4,-0.046,-7.1,-0.6,Yes,2.5,18.9,5.6,7.1,21.4,12.7,34.1,3,4.9,1.8,,,,,,,,,,,,,
39,1987,Philadelphia 76ers,Philadelphia 76ers: 1987,PHI,Vincent Askew,Memphis,9,467,9361,22.1,0.113,0,4.7,Yes,68.6,72.6,79.5,76.5,141.2,156,297.2,75.1,82.5,80,,,,,,,,,,,,,
40,1987,Milwaukee Bucks,Milwaukee Bucks: 1987,MIL,Winston Garland,Missouri State,7,511,13391,14.2,0.051,-1.6,1.3,Yes,59.1,61.4,35.5,54.7,120.5,90.2,210.7,67.1,37.8,60,,,,,,,,,,,,,
41,1987,Cleveland Cavaliers,Cleveland Cavaliers: 1987,CLE,Kannard Johnson,Western Kentucky,1,4,12,-0.1,-0.238,-9.7,0,Yes,7.3,44.6,0.8,3.1,51.9,3.9,55.8,21.8,1.5,8.4,,,,,,,,,,,,,
42,1987,Atlanta Hawks,Atlanta Hawks: 1987,ATL,Terrance Bailey,Wagner College,,,,,,,,Yes,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
43,1987,Philadelphia 76ers,Philadelphia 76ers: 1987,PHI,Andrew Kennedy,Virginia,,,,,,,,Yes,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
44,1987,Atlanta Hawks,Atlanta Hawks: 1987,ATL,Terry Coner,Alabama,,,,,,,,Yes,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
45,1987,Boston Celtics,Boston Celtics: 1987,BOS,Brad Lohaus,Iowa,11,656,10378,15.2,0.07,-0.7,3.5,Yes,60.3,69.1,49.5,67.8,129.4,117.3,246.7,70.9,65.8,68.2,,,,,,,,,,,,,
46,1987,Phoenix Suns,Phoenix Suns: 1987,PHO,Bruce Dalrymple,Georgia Tech,,,,,,,,Yes,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
47,1987,Los Angeles Clippers,Los Angeles Clippers: 1987,LAC,Tim McCalister,Oklahoma,,,,,,,,Yes,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
48,1987,New Jersey Nets,New Jersey Nets: 1987,NJN,Jamie Waller,Virginia Union University,1,9,91,-0.2,-0.097,-7.1,-0.1,Yes,4.5,37.7,3.1,7.1,42.2,10.2,52.4,11.9,3.8,7.2,,,,,,,,,,,,,
49,1987,New York Knicks,New York Knicks: 1987,NYK,Jerome Batiste,McNeese State University,,,,,,,,Yes,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
50,1987,San Antonio Spurs,San Antonio Spurs: 1987,SAS,Phil Zevenbergen,Washington,1,8,58,0,0.041,-2.4,0,Yes,11,44.6,29.8,42.8,55.6,72.6,128.2,25.7,30.6,28.9,,,,,,,,,,,,,
51,1987,Sacramento Kings,Sacramento Kings: 1987,SAC,Sven Meyer,Oregon,,,,,,,,Yes,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
52,1987,Cleveland Cavaliers,Cleveland Cavaliers: 1987,CLE,Donald Royal,Notre Dame,8,504,8442,19.1,0.109,-1.6,0.9,Yes,64.9,59.5,77.6,54.7,124.4,132.3,256.7,68.3,72.6,70.9,,,,,,,,,,,,,
53,1987,Phoenix Suns,Phoenix Suns: 1987,PHO,Winston Crite,Texas A&M,2,31,264,0.1,0.012,-5.5,-0.2,Yes,16.7,31.8,17.4,12.9,48.5,30.3,78.8,17.9,12,15.2,,,,,,,,,,,,,
54,1987,Denver Nuggets,Denver Nuggets: 1987,DEN,Tom Schafer,Iowa State,,,,,,,,Yes,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
55,1987,Seattle SuperSonics,Seattle SuperSonics: 1987,SEA,Tommy Amaker,Duke,,,,,,,,Yes,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
56,1987,Chicago Bulls,Chicago Bulls: 1987,CHI,John Fox,Millersville,,,,,,,,Yes,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
57,1987,Philadelphia 76ers,Philadelphia 76ers: 1987,PHI,Hansi Gnad,University of Alaska Anchorage,,,,,,,,Yes,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
58,1987,Golden State Warriors,Golden State Warriors: 1987,GSW,Darryl Johnson,Michigan State,1,11,28,0,0.01,-8.4,0,Yes,11,44.6,16.9,4.5,55.6,21.4,77,25.7,8.3,14.8,,,,,,,,,,,,,
59,1987,Washington Bullets,Washington Bullets: 1987,WSB,Danny Pearson,Jacksonville University,,,,,,,,Yes,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
60,1987,Indiana Pacers,Indiana Pacers: 1987,IND,Sean Couch,Columbia University,,,,,,,,Yes,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
1,1988,Los Angeles Clippers,Los Angeles Clippers: 1988,LAC,Danny Manning,Kansas,15,883,24202,55.1,0.109,1,18.4,Yes,88.6,90.3,77.6,87.1,178.9,164.7,343.6,91.3,86.6,90.1,,,,,,,,,,,,,
2,1988,Indiana Pacers,Indiana Pacers: 1988,IND,Rik Smits,Marist College,12,867,23100,56.6,0.118,-0.2,10.4,Yes,89.3,83.2,82.9,74.1,172.5,157,329.5,88.8,83,87,,,,,,,,,,,,,
3,1988,Philadelphia 76ers,Philadelphia 76ers: 1988,PHI,Charles Smith,Pitt,9,564,16378,40.9,0.12,-0.1,8.1,Yes,82.8,79.5,83.9,75.2,162.3,159.1,321.4,84.7,83.8,85.3,,,,,,,,,,,,,
4,1988,New Jersey Nets,New Jersey Nets: 1988,NJN,Chris Morris,Auburn,11,747,18748,37.4,0.096,0.9,13.7,Yes,80.6,87.4,70,86.1,168,156.1,324.1,86.9,82.5,86.1,,,,,,,,,,,,,
5,1988,Golden State Warriors,Golden State Warriors: 1988,GSW,Mitch Richmond,Kansas State,14,976,34309,79.3,0.111,1.4,29.3,Yes,94.4,95,78.9,90.2,189.4,169.1,358.5,95.8,88.1,93.2,,,,,,,,,,,,,
6,1988,Los Angeles Clippers,Los Angeles Clippers: 1988,LAC,Hersey Hawkins,Bradley,13,983,32034,90.6,0.136,2,32.6,Yes,96.1,96,89.8,93.3,192.1,183.1,375.2,96.8,94.2,96.4,,,,,,,,,,,,,
7,1988,Phoenix Suns,Phoenix Suns: 1988,PHO,Tim Perry,Temple,8,481,9436,14.6,0.074,-1.4,1.5,Yes,59.6,62.1,52.5,58.3,121.7,110.8,232.5,67.6,62.3,65.1,,,,,,,,,,,,,
8,1988,Charlotte Hornets,Charlotte Hornets: 1988,CHH,Rex Chapman,Kentucky,12,666,19542,24.7,0.061,-1,5.2,Yes,71.1,74,42.3,63.5,145.1,105.8,250.9,76.5,59.6,69.4,,,,,,,,,,,,,
9,1988,Miami Heat,Miami Heat: 1988,MIA,Rony Seikaly,Syracuse,11,678,21395,37.3,0.084,-1.9,0.6,Yes,80.5,57.3,60.8,50.1,137.8,110.9,248.7,73.9,62.3,68.7,,,,,,,,,,,,,
10,1988,San Antonio Spurs,San Antonio Spurs: 1988,SAS,Willie Anderson,Georgia,9,555,15974,27.9,0.084,0.1,8.6,Yes,74.3,80.1,60.8,77.6,154.4,138.4,292.8,80.5,75.5,78.7,,,,,,,,,,,,,
11,1988,Chicago Bulls,Chicago Bulls: 1988,CHI,Will Perdue,Vanderbilt,13,792,12360,26.6,0.103,-2.1,-0.2,Yes,73.1,31.8,74.2,46.4,104.9,120.6,225.5,62.1,67.4,63.4,,,,,,,,,,,,,
12,1988,Washington Bullets,Washington Bullets: 1988,WSB,Harvey Grant,Oklahoma,11,783,20510,36.4,0.085,-0.9,5.7,Yes,80.1,75.1,61.9,64.9,155.2,126.8,282,80.9,70,76,,,,,,,,,,,,,
13,1988,Milwaukee Bucks,Milwaukee Bucks: 1988,MIL,Jeff Grayer,Iowa State,9,438,8277,9,0.052,-2.5,-1.1,Yes,51.7,11.6,36.2,41.2,63.3,77.4,140.7,47.9,33.2,32.9,,,,,,,,,,,,,
14,1988,Phoenix Suns,Phoenix Suns: 1988,PHO,Dan Majerle,Central Michigan University,14,955,30206,78.5,0.125,1.9,29.7,Yes,94.3,95.2,86,92.6,189.5,178.6,368.1,95.9,92.5,95.2,,,,,,,,,,,,,
15,1988,Seattle SuperSonics,Seattle SuperSonics: 1988,SEA,Gary Grant,Michigan,13,552,12602,12,0.046,-0.8,3.7,Yes,55.8,69.6,33.2,66.4,125.4,99.6,225,69,56.4,63.3,,,,,,,,,,,,,
16,1988,Houston Rockets,Houston Rockets: 1988,HOU,Derrick Chievous,Missouri,3,154,2240,2.7,0.057,-3.2,-0.7,Yes,38.5,16.9,39.1,32,55.4,71.1,126.5,25.4,29.9,28.7,,,,,,,,,,,,,
17,1988,Utah Jazz,Utah Jazz: 1988,UTA,Eric Leckner,Wyoming,8,449,5448,6.2,0.054,-5.3,-4.6,Yes,47,0.8,37.4,14.1,47.8,51.5,99.3,17.5,21.4,20.8,,,,,,,,,,,,,
18,1988,Sacramento Kings,Sacramento Kings: 1988,SAC,Ricky Berry,San Jose State,1,64,1406,2.4,0.083,-1.7,0.1,Yes,37.5,51.7,60.2,53.3,89.2,113.5,202.7,58.3,63.8,58.7,,,,,,,,,,,,,
19,1988,New York Knicks,New York Knicks: 1988,NYK,Rod Strickland,DePaul,17,1094,33634,85.8,0.122,2.3,36.6,Yes,95.2,96.7,84.9,94.3,191.9,179.2,371.1,96.6,92.6,95.7,,,,,,,,,,,,,
20,1988,Miami Heat,Miami Heat: 1988,MIA,Kevin Edwards,DePaul,11,604,15332,12.5,0.039,-1.1,3.3,Yes,56.5,68.5,28.9,62.4,125,91.3,216.3,68.7,52.4,61.4,,,,,,,,,,,,,
21,1988,Portland Trail Blazers,Portland Trail Blazers: 1988,POR,Mark Bryant,Seton Hall,15,797,13479,26.1,0.093,-3.2,-4,Yes,72.5,1.4,68,32,73.9,100,173.9,54.1,56.6,53.7,,,,,,,,,,,,,
22,1988,Cleveland Cavaliers,Cleveland Cavaliers: 1988,CLE,Randolph Keys,Southern Miss,5,241,3318,2.3,0.034,-3.9,-1.6,Yes,37,7.6,26.3,24.2,44.6,50.5,95.1,14.1,20.8,19.5,,,,,,,,,,,,,
23,1988,Denver Nuggets,Denver Nuggets: 1988,DEN,Jerome Lane,Pitt,5,218,3215,2.3,0.034,-3.6,-1.3,Yes,37,9.7,26.3,28,46.7,54.3,101,16.1,22.8,21.5,,,,,,,,,,,,,
24,1988,Boston Celtics,Boston Celtics: 1988,BOS,Brian Shaw,UC Santa Barbara,14,943,21666,23.8,0.053,-1,5.3,Yes,70,74.1,36.8,63.5,144.1,100.3,244.4,76,56.7,67.4,,,,,,,,,,,,,
25,1988,Los Angeles Lakers,Los Angeles Lakers: 1988,LAL,David Rivers,Notre Dame,3,114,1286,-0.3,-0.01,-4,-0.7,Yes,3.4,16.9,11.6,23.2,20.3,34.8,55.1,2.8,13.9,8.2,,,,,,,,,,,,,
26,1988,Portland Trail Blazers,Portland Trail Blazers: 1988,POR,Rolando Ferreira,Houston,1,12,34,-0.2,-0.352,-23.2,-0.2,Yes,4.5,31.8,0.4,0.3,36.3,0.7,37,8.1,0.3,2.5,,,,,,,,,,,,,
27,1988,San Antonio Spurs,San Antonio Spurs: 1988,SAS,Shelton Jones,St. John's,1,51,682,0.3,0.022,-3.3,-0.2,Yes,22,31.8,20.6,31.1,53.8,51.7,105.5,23.4,21.5,22.9,,,,,,,,,,,,,
28,1988,Phoenix Suns,Phoenix Suns: 1988,PHO,Andrew Lang,Arkansas,12,737,15344,28.6,0.089,-1.8,0.7,Yes,75,58.2,65.4,51.7,133.2,117.1,250.3,72.1,65.7,69.4,,,,,,,,,,,,,
29,1988,Sacramento Kings,Sacramento Kings: 1988,SAC,Vinny Del Negro,NC State,12,771,19211,40.6,0.101,-0.7,6.1,Yes,82.6,75.6,72.6,67.8,158.2,140.4,298.6,82.1,76.1,80.1,,,,,,,,,,,,,
30,1988,Detroit Pistons,Detroit Pistons: 1988,DET,Fennis Dembo,Wyoming,1,31,74,-0.1,-0.037,-10.8,-0.2,Yes,7.3,31.8,6.6,2.3,39.1,8.9,48,9.9,3.4,5.7,,,,,,,,,,,,,
31,1988,Philadelphia 76ers,Philadelphia 76ers: 1988,PHI,Everette Stephens,Purdue,2,38,215,-0.4,-0.083,-4.7,-0.1,Yes,2.5,37.7,3.8,18.4,40.2,22.2,62.4,10.7,8.8,10.2,,,,,,,,,,,,,
32,1988,New Jersey Nets,New Jersey Nets: 1988,NJN,Charles Shackleford,NC State,6,303,4614,7.3,0.076,-3,-1.2,Yes,49.2,10.6,54,33.8,59.8,87.8,147.6,44.9,37.2,48.5,,,,,,,,,,,,,
33,1988,Miami Heat,Miami Heat: 1988,MIA,Grant Long,Eastern Michigan,15,1003,28514,60.1,0.101,-0.6,10.2,Yes,90.3,82.9,72.6,69.1,173.2,141.7,314.9,89,76.6,83.9,,,,,,,,,,,,,
34,1988,Charlotte Hornets,Charlotte Hornets: 1988,CHH,Tom Tolbert,Arizona,7,312,5680,6.6,0.056,-3.4,-2,Yes,48,5.4,38.7,30.1,53.4,68.8,122.2,23.2,29.1,27.2,,,,,,,,,,,,,
35,1988,Miami Heat,Miami Heat: 1988,MIA,Sylvester Gray,Memphis,1,55,1220,0.7,0.028,-2.6,-0.2,Yes,27.5,31.8,23.6,39.4,59.3,63,122.3,44.4,26.2,27.4,,,,,,,,,,,,,
36,1988,Washington Bullets,Washington Bullets: 1988,WSB,Ledell Eackles,New Orleans,7,441,8917,10.8,0.058,-2.3,-0.7,Yes,54.2,16.9,39.8,44.4,71.1,84.2,155.3,52.6,35.7,49.8,,,,,,,,,,,,,
37,1988,New York Knicks,New York Knicks: 1988,NYK,Greg Butler,Stanford,3,55,210,-0.3,-0.078,-12.7,-0.6,Yes,3.4,18.9,4,1.7,22.3,5.7,28,3.3,2.2,0.9,,,,,,,,,,,,,
38,1988,Phoenix Suns,Phoenix Suns: 1988,PHO,Dean Garrett,Indiana,6,359,6969,14.1,0.097,-1.4,1.1,Yes,58.9,60.3,70.5,58.3,119.2,128.8,248,66.3,70.7,68.3,,,,,,,,,,,,,
39,1988,Milwaukee Bucks,Milwaukee Bucks: 1988,MIL,Tito Horford,Miami (FL),3,63,376,-0.5,-0.069,-9.4,-0.7,Yes,2.1,16.9,4.4,3.4,19,7.8,26.8,2.3,3,0.7,,,,,,,,,,,,,
40,1988,Miami Heat,Miami Heat: 1988,MIA,Orlando Graham,Auburn University at Montgomery,1,7,22,0,-0.047,-13.2,-0.1,Yes,11,37.7,5.3,1.5,48.7,6.8,55.5,18.6,2.7,8.2,,,,,,,,,,,,,
